Submarca;Modelo;Trans.;Comb.;Cilindros;Potencia (HP);Tamaño (L);Categoría;Marca
CIVIC;2016;CVT;Gasolina;4;174;1,5;AUTOS COMPACTOS;HONDA
CIVIC;2016;CVT;Gasolina;4;174;1,5;AUTOS COMPACTOS;HONDA
CIVIC;2016;CVT;Gasolina;4;174;1,5;AUTOS COMPACTOS;HONDA
CIVIC;2017;;Gasolina;4;174;1,5;AUTOS COMPACTOS;HONDA
CIVIC;2017;;Gasolina;4;174;1,5;AUTOS COMPACTOS;HONDA
CIVIC;2017;;Gasolina;4;174;1,5;AUTOS COMPACTOS;HONDA
FIT;2017;MAN;Gasolina;4;130;1,5;AUTOS COMPACTOS;HONDA
FIT;2017;MAN;Gasolina;4;130;1,5;AUTOS COMPACTOS;HONDA
LANCER;2016;CVT;Gasolina;4;168;2,4;AUTOS COMPACTOS;MITSUBISHI
TIIDA;2011;AUT;Gasolina;4;125;1,8;AUTOS COMPACTOS;NISSAN
TIIDA;2011;AUT;Gasolina;4;125;1,8;AUTOS COMPACTOS;NISSAN
TIIDA;2012;AUT;Gasolina;4;125;1,8;AUTOS COMPACTOS;NISSAN
TIIDA;2012;AUT;Gasolina;4;125;1,8;AUTOS COMPACTOS;NISSAN
TIIDA;2013;AUT;Gasolina;4;125;1,8;AUTOS COMPACTOS;NISSAN
TIIDA;2013;AUT;Gasolina;4;125;1,8;AUTOS COMPACTOS;NISSAN
TIIDA;2014;AUT;Gasolina;4;125;1,8;AUTOS COMPACTOS;NISSAN
TIIDA;2015;AUT;Gasolina;4;125;1,8;AUTOS COMPACTOS;NISSAN
DART;2013;MAN;Gasolina;4;160;2;AUTOS COMPACTOS;DODGE
BEETLE;2016;DSG;Gasolina;4;210;2;AUTOS COMPACTOS;VW
JETTA;2016;DSG;Gasolina;4;210;2;AUTOS COMPACTOS;VW
JETTA;2016;TIPT;Gasolina;4;115;2;AUTOS COMPACTOS;VW
BEETLE;2017;DSG;Gasolina;4;210;2;AUTOS COMPACTOS;VW
JETTA;2017;DSG;Gasolina;4;210;2;AUTOS COMPACTOS;VW
JETTA;2017;TIPT;Gasolina;4;115;2;AUTOS COMPACTOS;VW
FOCUS;2015;MAN;Gasolina;4;252;2;AUTOS COMPACTOS;FORD
B180;2012;AUT;Gasolina;4;122;1,6;AUTOS COMPACTOS;MERCEDES
CRUZE;2011;M5;Gasolina;4;138;1,8;AUTOS COMPACTOS;CHEVROLET
CRUZE;2012;MAN;Gasolina;4;138;1,8;AUTOS COMPACTOS;CHEVROLET
CRUZE;2013;MAN;Gasolina;4;138;1,8;AUTOS COMPACTOS;CHEVROLET
BEETLE;2014;MAN;Gasolina;4;210;2;AUTOS COMPACTOS;VW
CIVIC;2016;CVT;Gasolina;4;158;2;AUTOS COMPACTOS;HONDA
JETTA;2016;MAN;Gasolina;4;115;2;AUTOS COMPACTOS;VW
JETTA;2017;MAN;Gasolina;4;115;2;AUTOS COMPACTOS;VW
CIVIC;2017;;Gasolina;4;158;2;AUTOS COMPACTOS;HONDA
SX4;2011;MAN;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
SX4;2011;CVT;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
SX4;2011;MAN;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
SX4;2011;CVT;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
SX4;2012;MAN;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
SX4;2012;CVT;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
SX4;2012;MAN;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
SX4;2012;CVT;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
SX4;2013;MAN;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
SX4;2013;CVT;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
SX4;2013;MAN;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
SX4;2013;CVT;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
SX4;2014;MAN;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
SX4;2014;CVT;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
SX4;2014;MAN;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
SX4;2014;CVT;Gasolina;4;150;2;AUTOS COMPACTOS;SUZUKI
FUSION;2015;AUT;Gasolina;4;168;2,5;AUTOS COMPACTOS;FORD
FUSION;2016;AUT;Gasolina;4;175;2,5;AUTOS COMPACTOS;FORD
CIVIC;2017;MAN;Gasolina;4;174;1,5;AUTOS COMPACTOS;HONDA
BEETLE;2012;DSG;Gasolina;4;200;2;AUTOS COMPACTOS;VW
BEETLE;2013;MAN;Gasolina;4;200;2;AUTOS COMPACTOS;VW
JETTA;2011;M6;Gasolina;4;200;2;AUTOS COMPACTOS;VW
JETTA;2012;MAN;Gasolina;4;200;2;AUTOS COMPACTOS;VW
JETTA;2013;MAN;Gasolina;4;200;2;AUTOS COMPACTOS;VW
JETTA;2014;MAN;Gasolina;4;210;2;AUTOS COMPACTOS;VW
JETTA;2015;MAN;Gasolina;4;115;2;AUTOS COMPACTOS;VW
JETTA;2016;MAN;Gasolina;4;210;2;AUTOS COMPACTOS;VW
JETTA;2017;MAN;Gasolina;4;210;2;AUTOS COMPACTOS;VW
LANCER;2011;AUT;Gasolina;4;152;2;AUTOS COMPACTOS;MITSUBISHI
LANCER;2012;CVT;Gasolina;4;152;2;AUTOS COMPACTOS;MITSUBISHI
LANCER;2013;CVT;Gasolina;4;152;2;AUTOS COMPACTOS;MITSUBISHI
FUSION;2017;AUT;Gasolina;4;175;2,5;AUTOS COMPACTOS;FORD
FUSION;2018;AUT;Gasolina;4;175;2,5;AUTOS COMPACTOS;FORD
JETTA;2015;TIPTRONIC;Gasolina;4;115;2;AUTOS COMPACTOS;VW
FOCUS;2016;MAN;Gasolina;4;250;2;AUTOS COMPACTOS;FORD
FOCUS;2017;MAN;Gasolina;4;252;2;AUTOS COMPACTOS;FORD
FOCUS;2018;MAN;Gasolina;4;252;2;AUTOS COMPACTOS;FORD
BEETLE;2011;M5;Gasolina;4;115;2;AUTOS COMPACTOS;VW
B180;2014;AUT;Gasolina;4;121;1,6;AUTOS COMPACTOS;MERCEDES
DART;2014;AUT;Gasolina;4;184;2,4;AUTOS COMPACTOS;DODGE
DART;2014;AUT;Gasolina;4;184;2,4;AUTOS COMPACTOS;DODGE
DART;2014;AUT;Gasolina;4;184;2,4;AUTOS COMPACTOS;DODGE
DART;2016;AUT;Gasolina;4;184;2,4;AUTOS COMPACTOS;DODGE
LANCER;2014;MAN;Gasolina;4;291;2;AUTOS COMPACTOS;MITSUBISHI
MAZDA3;2011;AUT;Gasolina;4;167;2,5;AUTOS COMPACTOS;MAZDA
MAZDA3;2011;AUT;Gasolina;4;167;2,5;AUTOS COMPACTOS;MAZDA
JETTA;2011;M5;Gasolina;4;180;1,8;AUTOS COMPACTOS;VW
MALIBU;2016;AUT;Gasolina;4;260;2;AUTOS COMPACTOS;CHEVROLET
JETTA;2013;DSG;Gasolina;4;200;2;AUTOS COMPACTOS;VW
MALIBU;2017;AUT;Gasolina;4;260;2;AUTOS COMPACTOS;CHEVROLET
MALIBU;2017;AUT;Gasolina;4;260;2;AUTOS COMPACTOS;CHEVROLET
JETTA;2014;DSG;Gasolina;4;210;2;AUTOS COMPACTOS;VW
BEETLE;2016;MAN;Gasolina;4;210;2;AUTOS COMPACTOS;VW
BEETLE;2017;MAN;Gasolina;4;210;2;AUTOS COMPACTOS;VW
HR-V;2017;;Gasolina;4;141;1,8;AUTOS COMPACTOS;HONDA
HR-V;2017;;Gasolina;4;141;1,8;AUTOS COMPACTOS;HONDA
OPTIMA;2016;AUT;Gasolina;4;245;2;AUTOS COMPACTOS;KIA
CLASICO;2012;MAN;Gasolina;4;180;1,8;AUTOS COMPACTOS;VW
CLASICO;2013;MAN;Gasolina;4;180;1,8;AUTOS COMPACTOS;VW
MALIBU;2011;AUT;Gasolina;4;170;2,4;AUTOS COMPACTOS;CHEVROLET
JETTA;2011;TIP;Gasolina;4;115;2;AUTOS COMPACTOS;VW
CLASICO;2012;AUT;Gasolina;4;115;2;AUTOS COMPACTOS;VW
CLASICO;2013;TIP;Gasolina;4;115;2;AUTOS COMPACTOS;VW
CLASICO;2014;TIP;Gasolina;4;115;2;AUTOS COMPACTOS;VW
CRUZE;2016;AUT;Gasolina;4;139;1,8;AUTOS COMPACTOS;CHEVROLET
FUSION;2011;AUT;Gasolina;4;175;2,5;AUTOS COMPACTOS;FORD
FUSION;2012;AUT;Gasolina;4;175;2,5;AUTOS COMPACTOS;FORD
MAZDA 2;2012;MAN;Gasolina;4;102;1,5;AUTOS COMPACTOS;MAZDA
MAZDA2;2013;MAN;Gasolina;4;102;1,5;AUTOS COMPACTOS;MAZDA
MAZDA2;2014;MAN;Gasolina;4;102;1,5;AUTOS COMPACTOS;MAZDA
BEETLE;2012;MAN;Gasolina;4;200;2;AUTOS COMPACTOS;VW
MALIBU;2013;AUT;Gasolina;4;197;2,5;AUTOS COMPACTOS;CHEVROLET
FUSION;2014;AUT;Gasolina;4;240;2;AUTOS COMPACTOS;FORD
FUSION;2016;AUT;Gasolina;4;240;2;AUTOS COMPACTOS;FORD
JETTA;2015;TIPTRONIC;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
JETTA;2016;TIPT;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
JETTA MKVI;2017;TIPT;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
FUSION;2017;AUT;Gasolina;4;240;2;AUTOS COMPACTOS;FORD
FUSION;2018;AUT;Gasolina;4;240;2;AUTOS COMPACTOS;FORD
GOLF;2013;DSG;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
JETTA;2013;TIP;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
JETTA;2014;TIP;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
JETTA;2011;M5;Gasolina;4;115;2;AUTOS COMPACTOS;VW
MALIBU;2012;AUT;Gasolina;4;170;2,4;AUTOS COMPACTOS;CHEVROLET
BEETLE;2013;TIP;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
BEETLE;2014;TIP;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
LANCER;2015;CVT;Gasolina;4;168;2,4;AUTOS COMPACTOS;MITSUBISHI
BEETLE;2011;M5;Gasolina;5;150;2,5;AUTOS COMPACTOS;VW
BEETLE;2011;M5;Gasolina;5;150;2,5;AUTOS COMPACTOS;VW
MAZDA5;2011;M5;Gasolina;4;153;2,3;AUTOS COMPACTOS;MAZDA
CLASICO;2012;MAN;Gasolina;4;115;2;AUTOS COMPACTOS;VW
MAZDA 6;2012;AUT;Gasolina;4;170;2,5;AUTOS COMPACTOS;MAZDA
MAZDA6;2013;AUT;Gasolina;4;170;2,5;AUTOS COMPACTOS;MAZDA
JETTA;2015;MAN;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
JETTA;2016;MAN;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
JETTA MKVI;2017;MAN;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
LANCER;2014;CVT;Gasolina;4;168;2,4;AUTOS COMPACTOS;MITSUBISHI
JETTA;2012;AUT;Gasolina;4;200;2;AUTOS COMPACTOS;VW
COROLLA;2011;MAN;Gasolina;4;132;1,8;AUTOS COMPACTOS;TOYOTA
COROLLA;2011;AUT;Gasolina;4;132;1,8;AUTOS COMPACTOS;TOYOTA
COROLLA;2012;MAN;Gasolina;4;132;1,8;AUTOS COMPACTOS;TOYOTA
COROLLA;2012;AUT;Gasolina;4;132;1,8;AUTOS COMPACTOS;TOYOTA
COROLLA;2013;AUT;Gasolina;4;132;1,8;AUTOS COMPACTOS;TOYOTA
COROLLA;2013;MAN;Gasolina;4;132;1,8;AUTOS COMPACTOS;TOYOTA
MAZDA5;2014;AUT;Gasolina;4;157;2,5;AUTOS COMPACTOS;MAZDA
GOLF;2016;DSG;Gasolina;4;220;2;AUTOS COMPACTOS;VW
GOLF;2017;DSG;Gasolina;4;220;2;AUTOS COMPACTOS;VW
JETTA;2011;M5;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
GOLF;2011;M5;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
GOLF;2012;MAN;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
JETTA;2012;MAN;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
JETTA;2013;MAN;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
JETTA;2014;MAN;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
CALIBER;2011;MAN;Gasolina;4;172;2,4;AUTOS COMPACTOS;DODGE
AVENGER;2011;MAN;Gasolina;4;158;2;AUTOS COMPACTOS;DODGE
CALIBER;2012;MAN;Gasolina;4;172;2,4;AUTOS COMPACTOS;DODGE
GOLF;2013;MAN;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
MAZDA 6;2012;MAN;Gasolina;4;170;2,5;AUTOS COMPACTOS;MAZDA
MAZDA6;2013;MAN;Gasolina;4;170;2,5;AUTOS COMPACTOS;MAZDA
CLÁSICO;2015;TIPTRONIC;Gasolina;4;115;2;AUTOS COMPACTOS;VW
301;2013;MAN;Gasolina;4;114;1,6;AUTOS COMPACTOS;PEUGEOT
301;2014;MAN;Gasolina;4;114;1,6;AUTOS COMPACTOS;PEUGEOT
301;2015;MAN;Gasolina;4;114;1,6;AUTOS COMPACTOS;PEUGEOT
CRUZE;2015;AUT;Gasolina;4;138;1,8;AUTOS COMPACTOS;CHEVROLET
FOCUS;2013;MAN;Gasolina;4;252;2;AUTOS COMPACTOS;FORD
CRUZE;2015;AUT;Gasolina;4;138;1,8;AUTOS COMPACTOS;CHEVROLET
BEETLE;2015;MAN;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
BEETLE;2016;MAN;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
BEETLE;2017;MAN;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
MALIBU;2013;AUT;Gasolina;4;259;2;AUTOS COMPACTOS;CHEVROLET
MALIBU;2014;AUT;Gasolina;4;259;2;AUTOS COMPACTOS;CHEVROLET
MALIBU;2015;AUT;Gasolina;4;259;2;AUTOS COMPACTOS;CHEVROLET
MALIBU;2015;AUT;Gasolina;4;259;2;AUTOS COMPACTOS;CHEVROLET
JETTA;2013;TIP;Gasolina;4;115;2;AUTOS COMPACTOS;VW
JETTA;2014;TIP;Gasolina;4;115;2;AUTOS COMPACTOS;VW
BEETLE;2012;TIP;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
BEETLE;2012;TIP;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
BEETLE;2011;TIPTRONIC;Gasolina;5;150;2,5;AUTOS COMPACTOS;VW
BEETLE;2011;TIPTRONIC;Gasolina;5;150;2,5;AUTOS COMPACTOS;VW
MAZDA3;2011;M5;Gasolina;4;167;2,5;AUTOS COMPACTOS;MAZDA
MAZDA6;2011;M6;Gasolina;4;170;2,5;AUTOS COMPACTOS;MAZDA
CIVIC;2014;MAN;Gasolina;4;202;2,4;AUTOS COMPACTOS;HONDA
BEETLE;2015;TIPTRONIC;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
CIVIC;2015;MAN;Gasolina;4;202;2,4;AUTOS COMPACTOS;HONDA
CIVIC;2015;MAN;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
CIVIC;2015;MAN;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
CIVIC;2015;MAN;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
BEETLE;2016;TIPT;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
BEETLE;2017;TIPT;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
BEETLE;2014;MAN;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
BEETLE;2013;MAN;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
MAZDA5;2011;AUT;Gasolina;4;153;2,3;AUTOS COMPACTOS;MAZDA
MATRIX;2011;MAN;Gasolina;4;132;1,8;AUTOS COMPACTOS;TOYOTA
MATRIX;2011;AUT;Gasolina;4;132;1,8;AUTOS COMPACTOS;TOYOTA
HR-V;2017;MAN;Gasolina;4;141;1,8;AUTOS COMPACTOS;HONDA
JETTA;2012;AUT;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
JETTA;2013;MAN;Gasolina;4;115;2;AUTOS COMPACTOS;VW
JETTA;2014;MAN;Gasolina;4;115;2;AUTOS COMPACTOS;VW
CIVIC;2016;MAN;Gasolina;4;158;2;AUTOS COMPACTOS;HONDA
CIVIC;2017;MAN;Gasolina;4;158;2;AUTOS COMPACTOS;HONDA
BEETLE;2011;TIPTRONIC;Gasolina;4;115;2;AUTOS COMPACTOS;VW
MALIBU;2013;AUT;Gasolina;4;197;2,5;AUTOS COMPACTOS;CHEVROLET
CRUZE;2011;AUT;Gasolina;4;138;1,8;AUTOS COMPACTOS;CHEVROLET
CRUZE;2012;AUT;Gasolina;4;138;1,8;AUTOS COMPACTOS;CHEVROLET
CRUZE;2013;AUT;Gasolina;4;138;1,8;AUTOS COMPACTOS;CHEVROLET
CRUZE;2014;AUT;Gasolina;4;138;1,8;AUTOS COMPACTOS;CHEVROLET
CRUZE;2015;AUT;Gasolina;4;138;1,8;AUTOS COMPACTOS;CHEVROLET
MAZDA3;2011;M6;Gasolina;4;167;2,5;AUTOS COMPACTOS;MAZDA
MAZDA6;2011;AUT;Gasolina;4;170;2,5;AUTOS COMPACTOS;MAZDA
CALIBER;2011;AUT;Gasolina;4;172;2,4;AUTOS COMPACTOS;DODGE
BEETLE;2012;MAN;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
CALIBER;2012;CVT;Gasolina;4;172;2,4;AUTOS COMPACTOS;DODGE
AVENGER;2011;AUT;Gasolina;4;173;2,4;AUTOS COMPACTOS;DODGE
AVENGER;2011;AUT;Gasolina;4;173;2,4;AUTOS COMPACTOS;DODGE
MAZDA 3;2012;MAN;Gasolina;4;148;2;AUTOS COMPACTOS;MAZDA
MAZDA3;2013;MAN;Gasolina;4;145;2;AUTOS COMPACTOS;MAZDA
CIVIC;2011;M6;Gasolina;4;197;2;AUTOS COMPACTOS;HONDA
CIVIC;2011;M6;Gasolina;4;197;2;AUTOS COMPACTOS;HONDA
CIVIC;2012;MAN;Gasolina;4;202;2,4;AUTOS COMPACTOS;HONDA
CIVIC;2012;MAN;Gasolina;4;202;2,4;AUTOS COMPACTOS;HONDA
CIVIC;2013;MAN;Gasolina;4;202;2,4;AUTOS COMPACTOS;HONDA
MAZDA6;2015;MAN;Gasolina;4;185;2,5;AUTOS COMPACTOS;MAZDA
MAZDA6;2015;AUT;Gasolina;4;185;2,5;AUTOS COMPACTOS;MAZDA
B200;2011;AUT;Gasolina;4;134;2;AUTOS COMPACTOS;MERCEDES
FOCUS;2017;MAN;Gasolina;4;350;2,3;AUTOS COMPACTOS;FORD
FOCUS;2018;MAN;Gasolina;4;350;2,3;AUTOS COMPACTOS;FORD
CIVIC;2012;AUT;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
CIVIC;2013;AUT;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
CIVIC;2013;AUT;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
CIVIC;2013;AUT;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
CIVIC;2013;AUT;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
MAZDA6;2014;MAN;Gasolina;4;185;2,5;AUTOS COMPACTOS;MAZDA
CIVIC;2014;AUT;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
CIVIC;2014;AUT;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
CIVIC;2014;AUT;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
CIVIC;2014;AUT;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
CIVIC;2015;AUT;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
CIVIC;2015;AUT;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
CIVIC;2015;AUT;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
CIVIC;2015;AUT;Gasolina;4;140;1,8;AUTOS COMPACTOS;HONDA
JETTA;2011;TIP;Gasolina;4;180;1,8;AUTOS COMPACTOS;VW
AVENGER;2014;AUT;Gasolina;4;173;2,4;AUTOS COMPACTOS;DODGE
AVENGER;2014;AUT;Gasolina;4;173;2,4;AUTOS COMPACTOS;DODGE
SENTRA;2011;MAN;Gasolina;4;200;2,5;AUTOS COMPACTOS;NISSAN
SENTRA;2012;MAN;Gasolina;4;200;2,5;AUTOS COMPACTOS;NISSAN
JETTA;2011;DSG;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
GOLF;2011;DSG;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
GOLF;2012;AUT;Gasolina;5;170;2,5;AUTOS COMPACTOS;VW
CLASICO;2013;TIP;Gasolina;4;180;1,8;AUTOS COMPACTOS;VW
CLASICO;2012;AUT;Gasolina;4;180;1,8;AUTOS COMPACTOS;VW
MAZDA6;2014;AUT;Gasolina;4;185;2,5;AUTOS COMPACTOS;MAZDA
GOLF;2011;MAN;Gasolina;4;211;2;AUTOS COMPACTOS;VW
207;2011;AUT;Gasolina;4;120;1,6;AUTOS COMPACTOS;PEUGEOT
207;2012;AUT;Gasolina;4;120;1,6;AUTOS COMPACTOS;PEUGEOT
AVANZA;2012;MAN;Gasolina;4;99;1,5;AUTOS COMPACTOS;TOYOTA
AVANZA;2012;AUT;Gasolina;4;99;1,5;AUTOS COMPACTOS;TOYOTA
AVANZA;2013;AUT;Gasolina;4;99;1,5;AUTOS COMPACTOS;TOYOTA
AVANZA;2013;MAN;Gasolina;4;99;1,5;AUTOS COMPACTOS;TOYOTA
AVANZA;2014;MAN;Gasolina;4;99;1,5;AUTOS COMPACTOS;TOYOTA
AVANZA;2014;AUT;Gasolina;4;99;1,5;AUTOS COMPACTOS;TOYOTA
FUSION;2011;AUT;Gasolina;6;240;3;AUTOS COMPACTOS;FORD
FUSION;2012;AUT;Gasolina;6;240;3;AUTOS COMPACTOS;FORD
MAZDA 3;2012;AUT;Gasolina;4;167;2,5;AUTOS COMPACTOS;MAZDA
MAZDA 3;2012;AUT;Gasolina;4;167;2,5;AUTOS COMPACTOS;MAZDA
MAZDA3;2013;AUT;Gasolina;4;164;2,5;AUTOS COMPACTOS;MAZDA
MAZDA3;2013;AUT;Gasolina;4;164;2,5;AUTOS COMPACTOS;MAZDA
TAURUS (POLICE INTERCEPTOR);2015;AUT;Gasolina;6;365;3,5;AUTOS COMPACTOS;FORD
DART;2015;MAN;Gasolina;4;184;2,4;AUTOS COMPACTOS;DODGE
GOLF;2011;DSG;Gasolina;4;211;2;AUTOS COMPACTOS;VW
MAZDA 3;2012;AUT;Gasolina;4;148;2;AUTOS COMPACTOS;MAZDA
MAZDA3;2013;AUT;Gasolina;4;145;2;AUTOS COMPACTOS;MAZDA
B200;2011;AUT;Gasolina;4;190;2;AUTOS COMPACTOS;MERCEDES
FUSION;2011;AUT;Gasolina;6;263;3,5;AUTOS COMPACTOS;FORD
FUSION;2012;AUT;Gasolina;6;263;3,5;AUTOS COMPACTOS;FORD
AVENGER;2014;AUT;Gasolina;4;173;2,4;AUTOS COMPACTOS;DODGE
COROLLA;2011;MAN;Gasolina;4;158;2,4;AUTOS COMPACTOS;TOYOTA
COROLLA;2011;AUT;Gasolina;4;158;2,4;AUTOS COMPACTOS;TOYOTA
COROLLA;2012;MAN;Gasolina;4;158;2,4;AUTOS COMPACTOS;TOYOTA
COROLLA;2012;AUT;Gasolina;4;158;2,4;AUTOS COMPACTOS;TOYOTA
COROLLA;2013;AUT;Gasolina;4;158;2,4;AUTOS COMPACTOS;TOYOTA
COROLLA;2013;MAN;Gasolina;4;158;2,4;AUTOS COMPACTOS;TOYOTA
FUSION SPORT;2017;AUT;Gasolina;6;325;2,7;AUTOS COMPACTOS;FORD
AVENGER;2012;AUT;Gasolina;4;173;2,4;AUTOS COMPACTOS;DODGE
AVENGER;2013;AUT;Gasolina;4;173;2,4;AUTOS COMPACTOS;DODGE
308;2011;TIP;Gasolina;4;154;1,6;AUTOS COMPACTOS;PEUGEOT
308;2012;AUT;Gasolina;4;154;1,6;AUTOS COMPACTOS;PEUGEOT
MALIBU;2011;AUT;Gasolina;6;252;3,6;AUTOS COMPACTOS;CHEVROLET
MALIBU;2012;AUT;Gasolina;6;252;3,6;AUTOS COMPACTOS;CHEVROLET
AVANZA;2011;MAN;Gasolina;4;107;1,5;AUTOS COMPACTOS;TOYOTA
AVANZA;2011;AUT;Gasolina;4;107;1,5;AUTOS COMPACTOS;TOYOTA
MAZDA6;2011;AUT;Gasolina;6;272;3,7;AUTOS COMPACTOS;MAZDA
LANCER;2011;CVT;Gasolina;4;168;2,4;AUTOS COMPACTOS;MITSUBISHI
LANCER;2012;CVT;Gasolina;4;168;2,4;AUTOS COMPACTOS;MITSUBISHI
LANCER;2013;CVT;Gasolina;4;168;2,4;AUTOS COMPACTOS;MITSUBISHI
MATRIX;2011;MAN;Gasolina;4;158;2,4;AUTOS COMPACTOS;TOYOTA
MATRIX;2011;AUT;Gasolina;4;158;2,4;AUTOS COMPACTOS;TOYOTA
MAZDA 3;2012;MAN;Gasolina;4;167;2,5;AUTOS COMPACTOS;MAZDA
MAZDA 3;2012;MAN;Gasolina;4;167;2,5;AUTOS COMPACTOS;MAZDA
MAZDA3;2013;MAN;Gasolina;4;164;2,5;AUTOS COMPACTOS;MAZDA
MAZDA3;2013;MAN;Gasolina;4;164;2,5;AUTOS COMPACTOS;MAZDA
DART;2015;AUT;Gasolina;4;184;2,4;AUTOS COMPACTOS;DODGE
DART;2015;AUT;Gasolina;4;184;2,4;AUTOS COMPACTOS;DODGE
AVENGER;2012;AUT;Gasolina;4;173;2,4;AUTOS COMPACTOS;DODGE
AVENGER;2013;AUT;Gasolina;4;173;2,4;AUTOS COMPACTOS;DODGE
DART;2014;MAN;Gasolina;4;184;2,4;AUTOS COMPACTOS;DODGE
DART;2014;MAN;Gasolina;4;184;2,4;AUTOS COMPACTOS;DODGE
POLICE INTERCEPTOR;2017;AUT;Gasolina;6;288;3,5;AUTOS COMPACTOS;FORD
MAZDA 6;2012;AUT;Gasolina;6;272;3,7;AUTOS COMPACTOS;MAZDA
MAZDA6;2013;AUT;Gasolina;6;272;3,7;AUTOS COMPACTOS;MAZDA
VOLT;2018;CVT;Gasolina;4;101;1,5;AUTOS DE LUJO;CHEVROLET
VOLT;2016;CVT;Gasolina;4;100;1,5;AUTOS DE LUJO;CHEVROLET
VOLT;2017;CVT;Gasolina;4;100;1,5;AUTOS DE LUJO;CHEVROLET
PRIUS HIBRIDO;2011;CVT;Gasolina;4;134;1,8;AUTOS DE LUJO;TOYOTA
PRIUS;2012;CVT;Gasolina;4;134;1,8;AUTOS DE LUJO;TOYOTA
PRIUS;2013;CVT;Gasolina;4;134;1,8;AUTOS DE LUJO;TOYOTA
PRIUS;2014;CVT;Gasolina;4;134;1,8;AUTOS DE LUJO;TOYOTA
335iA;2016;AUT;Gasolina;6;376;3;AUTOS DE LUJO;BMW
A3;2017;STRONIC;Gasolina;4;150;1,4;AUTOS DE LUJO;AUDI
A3;2016;STRONIC;Gasolina;4;150;1,4;AUTOS DE LUJO;AUDI
i8;2016;AUT;Gasolina;3;231;1,5;AUTOS DE LUJO;BMW
